name,acronym,aliases,ror_id,ror_id_url,org_type,status,established_year,country_code,location_name,lat,lng,geonames_id,website_url,wikipedia_url,isni_id,wikidata_id,grid_id,fundref_id,viaf_id,ringgold_id,orgref_id,orgreg_id,rrid_id,linkedin_url,mag_id,ori_base_org,openalex_institution_id,openalex_institution_id_url,openaire_org_id,openaire_org_id_url,openaire_org_id_has_pending,openaire_org_id_pending,alei_id,pic_id,nbn_prefix,is_barcelona_signatory,is_duo_institute,duo_institution_code,duo_institute_type,duo_straatnaam,duo_huisnummer,duo_postcode,duo_plaatsnaam,is_surf_member,surf_member_type,is_ukb,is_shb,is_unl,is_umcnl,is_vh,is_knaw_institute,is_nwoi_institute,is_openaire_member
Maatschappij tot Redding van Drenkelingen,,,02wqfz680,https://ror.org/02wqfz680,other,active,1767.0,NL,Amsterdam,52.37403,4.88969,2759794,http://www.drenkeling.nl/,,,,grid.469956.1,,,,,,,,,False,I4210123952,https://openalex.org/I4210123952,openorgs____::de7ba45b931f3f103ef7c28a9ce0c33b,https://explore.openaire.eu/search/organization?organizationId=openorgs____::de7ba45b931f3f103ef7c28a9ce0c33b,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
House of Representatives,,,00f6d9d53,https://ror.org/00f6d9d53,government,active,,NL,The Hague,52.07667,4.29861,2747373,https://www.houseofrepresentatives.nl/,https://en.wikipedia.org/wiki/House_of_Representatives_(Netherlands),0000000403954766,Q233262,grid.470020.1,,,,,,,,2800945745,False,I2800945745,https://openalex.org/I2800945745,openorgs____::edf2045bc23071ee1f237f515bd1e839,https://explore.openaire.eu/search/organization?organizationId=openorgs____::edf2045bc23071ee1f237f515bd1e839,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
ATG Europe (Netherlands),,,03p1xd909,https://ror.org/03p1xd909,company,active,1969.0,NL,Noordwijk-Binnen,52.234,4.44474,2749812,http://www.atg-europe.com/,,,,grid.470587.9,,,,,,,,,False,I4210130671,https://openalex.org/I4210130671,openorgs____::ffeec902a5fbedcd64e3b12cd2b486d1,https://explore.openaire.eu/search/organization?organizationId=openorgs____::ffeec902a5fbedcd64e3b12cd2b486d1,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Eijkelkamp SonicSampDrill (Netherlands),,,023q39239,https://ror.org/023q39239,company,active,,NL,Zevenaar,51.93,6.07083,2743949,http://www.sonicsampdrill.com/,,,,grid.470596.9,,,,,,,,,False,I4210122964,https://openalex.org/I4210122964,openorgs____::1e5b088195e104c9aa35ebb54a10cdc2,https://explore.openaire.eu/search/organization?organizationId=openorgs____::1e5b088195e104c9aa35ebb54a10cdc2,False,,,999459774,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Percuros (Netherlands),,,01cxpkg92,https://ror.org/01cxpkg92,company,active,2005.0,NL,Enschede,52.21833,6.89583,2756071,http://www.percuros.com/,,,,grid.470625.2,,,,,,,,,False,I4210103156,https://openalex.org/I4210103156,openorgs____::e4451d87cb5c97b8b8c856e3deec556a,https://explore.openaire.eu/search/organization?organizationId=openorgs____::e4451d87cb5c97b8b8c856e3deec556a,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
SolMateS (Netherlands),,,03mvhz334,https://ror.org/03mvhz334,company,active,2007.0,NL,Enschede,52.21833,6.89583,2756071,http://www.solmates.nl/,,,,grid.470638.e,,,,,,,,,False,I4210125670,https://openalex.org/I4210125670,openorgs____::1aa73c5544dc70ac3d8d8689a60b14b9,https://explore.openaire.eu/search/organization?organizationId=openorgs____::1aa73c5544dc70ac3d8d8689a60b14b9,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Netherlands Maritime Technology,,,01qqwja70,https://ror.org/01qqwja70,other,active,2014.0,NL,Rotterdam,51.9225,4.47917,2747891,http://maritimetechnology.nl/,,,,grid.470649.8,,,,,,,,,False,I4210110599,https://openalex.org/I4210110599,openorgs____::06a23745dcb7588d219c9221ba6d70d5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::06a23745dcb7588d219c9221ba6d70d5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Association of universities in the Netherlands,VSNU,Vereniging van Universiteiten,05wvdt748,https://ror.org/05wvdt748,funder|nonprofit,active,1940.0,NL,The Hague,52.07667,4.29861,2747373,http://www.vsnu.nl/en_GB,,,,grid.470734.3,501100002429,,,,,,,,False,I4210149191,https://openalex.org/I4210149191,openorgs____::cfb3da743fb06ddac9d7304a1fe18735,https://explore.openaire.eu/search/organization?organizationId=openorgs____::cfb3da743fb06ddac9d7304a1fe18735,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Royal Dutch Football Association,KNVB,,02ke6ab14,https://ror.org/02ke6ab14,funder|other,active,1889.0,NL,Zeist,52.09,5.23333,2743977,http://www.knvb.nl/,https://en.wikipedia.org/wiki/Royal_Dutch_Football_Association,0000000106815620,Q213116,grid.470813.9,501100004269,,,,,,,2802811225,False,I2802811225,https://openalex.org/I2802811225,openorgs____::0851971f7f46519566c374b5c75768d5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::0851971f7f46519566c374b5c75768d5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Western Digital (Netherlands),WD,,05f4fbs05,https://ror.org/05f4fbs05,company,active,1970.0,NL,Hoofddorp,52.3025,4.68889,2753801,http://www.wdc.com/en/,https://en.wikipedia.org/wiki/Western_Digital,,,grid.471242.6,,,,,,,,,False,I4210155963,https://openalex.org/I4210155963,openorgs____::0a13c0a509e3578814bb980a9ee80316,https://explore.openaire.eu/search/organization?organizationId=openorgs____::0a13c0a509e3578814bb980a9ee80316,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Saudi Arabia Basic Industries (Netherlands),SABIC,,04ra3cs69,https://ror.org/04ra3cs69,company,active,1976.0,NL,Sittard,50.99833,5.86944,2747203,https://www.sabic.com/europe/en/,https://en.wikipedia.org/wiki/SABIC,,Q29123930,grid.471269.f,,,,,,,,,False,I4210145418,https://openalex.org/I4210145418,openorgs____::2adf10007a8e45e9c39661523eb21d3e,https://explore.openaire.eu/search/organization?organizationId=openorgs____::2adf10007a8e45e9c39661523eb21d3e,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
STMicroelectronics (Netherlands),,,00ba1ja72,https://ror.org/00ba1ja72,company,active,1957.0,NL,Eindhoven,51.44083,5.47778,2756253,http://www.st.com/,https://en.wikipedia.org/wiki/STMicroelectronics,,,grid.471305.4,,,,,,,,,False,I4210090939,https://openalex.org/I4210090939,openorgs____::6c3afff6260b5911d494d0fc9e1db7b6,https://explore.openaire.eu/search/organization?organizationId=openorgs____::6c3afff6260b5911d494d0fc9e1db7b6,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
NTI University,,NTI University of Applied Sciences,025gshh98,https://ror.org/025gshh98,education,active,1943.0,NL,Leiden,52.15833,4.49306,2751773,http://www.nti.nl/,,,,grid.472323.3,,,,,,,,,False,I4210113856,https://openalex.org/I4210113856,openorgs____::b6fd931c8ba1e49cb43bbbc60e51638e,https://explore.openaire.eu/search/organization?organizationId=openorgs____::b6fd931c8ba1e49cb43bbbc60e51638e,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Islamic University of Rotterdam,IUR,,02552gk22,https://ror.org/02552gk22,education,active,1997.0,NL,Rotterdam,51.9225,4.47917,2747891,http://www.iur.nl/en/home-2/,https://en.wikipedia.org/wiki/Islamic_University_of_Rotterdam,0000000110909080,,grid.472348.e,,,,,,,,2801049190,False,I2801049190,https://openalex.org/I2801049190,openorgs____::5116695e120d3ad6c13384374a80ead7,https://explore.openaire.eu/search/organization?organizationId=openorgs____::5116695e120d3ad6c13384374a80ead7,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Nederlandse Vereniging voor Trombose en Hemostase,NVTH,,01fesvd20,https://ror.org/01fesvd20,funder|other,active,,NL,Maastricht,50.84833,5.68889,2751283,http://nvth.nl/,,,,grid.480853.2,501100007453,,,,,,,,False,I4210104898,https://openalex.org/I4210104898,openorgs____::8a651d3a0a063def6ac873060181df10,https://explore.openaire.eu/search/organization?organizationId=openorgs____::8a651d3a0a063def6ac873060181df10,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Netherlands Leprosy Relief,NLR,,03fzdex20,https://ror.org/03fzdex20,funder|nonprofit,active,1967.0,NL,Amsterdam,52.37403,4.88969,2759794,http://leprosyrelief.org/,,0000000417956789,,grid.480865.7,100010156,,,,,,,,False,I4210129324,https://openalex.org/I4210129324,openorgs____::d9171c4f4723c0bf3197540a4005b11f,https://explore.openaire.eu/search/organization?organizationId=openorgs____::d9171c4f4723c0bf3197540a4005b11f,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Oranje Fonds,,,00xvwyc81,https://ror.org/00xvwyc81,funder|nonprofit,active,2002.0,NL,Utrecht,52.09083,5.12222,2745912,https://www.oranjefonds.nl/,,0000000460650224,Q2760006,grid.480908.d,501100007483,,,,,,,,False,I4210105236,https://openalex.org/I4210105236,openorgs____::460ba42eaa99ba3800fd1f9b41c93d12,https://explore.openaire.eu/search/organization?organizationId=openorgs____::460ba42eaa99ba3800fd1f9b41c93d12,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
ODAS Stichting,,,03ye15z82,https://ror.org/03ye15z82,funder|other,active,,NL,Hoorn,52.6425,5.05972,2753638,http://www.odasstichting.nl/,,0000000459073589,,grid.480947.6,501100004786,,,,,,,,False,I4210145748,https://openalex.org/I4210145748,openorgs____::0cf656bf03cd95f3789ef5a0c98f9f14,https://explore.openaire.eu/search/organization?organizationId=openorgs____::0cf656bf03cd95f3789ef5a0c98f9f14,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Stichting Rotterdams Kinderrevalidatie Fonds Adriaanstichting,KFA,,03agt1e39,https://ror.org/03agt1e39,funder|other,active,1961.0,NL,Rotterdam,51.9225,4.47917,2747891,https://www.kinderfondsadriaan.nl/,,,,grid.481269.0,501100007865,,,,,,,,False,I4210129662,https://openalex.org/I4210129662,openorgs____::1b7834a15dc568c1c9a0def6d9e47f0f,https://explore.openaire.eu/search/organization?organizationId=openorgs____::1b7834a15dc568c1c9a0def6d9e47f0f,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Stichting Sem Presser Archief,,,02f5r3008,https://ror.org/02f5r3008,funder|other,active,1990.0,NL,Amstelveen,52.30083,4.86389,2759798,http://www.sempresser.nl/#home,,0000000459073730,,grid.481273.b,100007455,,,,,,,,False,I4210118360,https://openalex.org/I4210118360,openorgs____::b318f3c93528f1e660d8f45bcc900648,https://explore.openaire.eu/search/organization?organizationId=openorgs____::b318f3c93528f1e660d8f45bcc900648,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Stichting tot Steun VCVGZ,,Vereniging Bennekom|Vereniging voor Christelijke Verzorging van Geestes- en Zenuwzieken,05yh1h167,https://ror.org/05yh1h167,funder|other,active,1884.0,NL,Ede,52.03333,5.65833,2756429,http://www.stichtingtotsteunvcvgz.nl/,,0000000460650312,Q30273102,grid.481282.5,501100007502,,,,,,,,False,I4210165382,https://openalex.org/I4210165382,openorgs____::4da95b5641c4bcffc811e1fba87ff5fa,https://explore.openaire.eu/search/organization?organizationId=openorgs____::4da95b5641c4bcffc811e1fba87ff5fa,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Stichting Vrienden Beatrix Kinderziekenhuis,,,00vh82m49,https://ror.org/00vh82m49,funder|nonprofit,active,2002.0,NL,Groningen,53.21917,6.56667,2755251,https://vriendenbeatrixkinderziekenhuis.nl/,,0000000459073829,,grid.481287.0,501100005342,,,,,,,,False,I4210097211,https://openalex.org/I4210097211,openorgs____::9cd26486c28c7b14e3c365128d8e3104,https://explore.openaire.eu/search/organization?organizationId=openorgs____::9cd26486c28c7b14e3c365128d8e3104,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
A Sister's Hope,,,03dm55k03,https://ror.org/03dm55k03,funder|nonprofit,active,2007.0,NL,Amsterdam,52.37403,4.88969,2759794,http://www.asistershope.org/,,,,grid.481356.d,501100008382,,,,,,,,False,I4210126489,https://openalex.org/I4210126489,openorgs____::ce8ed6d2ad62dab9fd72ead4a780f77f,https://explore.openaire.eu/search/organization?organizationId=openorgs____::ce8ed6d2ad62dab9fd72ead4a780f77f,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Combined Ophthalmic Research Rotterdam,CORR,Stichting Combined Ophthalmic Research Rotterdam,03cfd9m08,https://ror.org/03cfd9m08,funder|nonprofit,active,,NL,Rotterdam,51.9225,4.47917,2747891,http://www.corr-rotterdam.nl/,,0000000459073482,,grid.481367.f,501100002908,,,,,,,,False,I4210130497,https://openalex.org/I4210130497,openorgs____::946c6d71b1bfe6a494335d44a9833bc0,https://explore.openaire.eu/search/organization?organizationId=openorgs____::946c6d71b1bfe6a494335d44a9833bc0,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
VSBfonds,,,022jr5m13,https://ror.org/022jr5m13,funder|nonprofit,active,1990.0,NL,Utrecht,52.09083,5.12222,2745912,https://www.vsbfonds.nl/,,000000045907395X,,grid.481435.f,501100006509,,,,,,,,False,I4210116442,https://openalex.org/I4210116442,openorgs____::5e58265ddf6a9d0dacebde2d5e9f105f,https://explore.openaire.eu/search/organization?organizationId=openorgs____::5e58265ddf6a9d0dacebde2d5e9f105f,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Wetenschappelijk Onderzoek- en Documentatiecentrum,WODC,,0002exf56,https://ror.org/0002exf56,facility|funder,active,1950.0,NL,The Hague,52.07667,4.29861,2747373,https://www.wodc.nl/,,0000000106643443,,grid.481530.b,501100007645,,,,,,,,True,I4210090616,https://openalex.org/I4210090616,openorgs____::994d7f6fc25c5de47b9212bb69524380,https://explore.openaire.eu/search/organization?organizationId=openorgs____::994d7f6fc25c5de47b9212bb69524380,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Adidas (Netherlands),,,011b3r412,https://ror.org/011b3r412,company,active,1924.0,NL,Amsterdam-Zuidoost,52.3075,4.97222,6544881,http://www.adidas-group.com/en/,https://en.wikipedia.org/wiki/Adidas,,Q30338817,grid.481565.b,,,,,,,,,False,I4210100072,https://openalex.org/I4210100072,openorgs____::9cae9adad0a953df4888ba3d711c4c3c,https://explore.openaire.eu/search/organization?organizationId=openorgs____::9cae9adad0a953df4888ba3d711c4c3c,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Albemarle (Netherlands),,,045cwqd08,https://ror.org/045cwqd08,company,active,1994.0,NL,Amsterdam,52.37403,4.88969,2759794,https://www.albemarle.com/Home-3.html,https://en.wikipedia.org/wiki/Albemarle_Corporation,,Q30338139,grid.481571.e,,,,,,,,,False,I4210150732,https://openalex.org/I4210150732,openorgs____::ad54ba5e6acd949d282816ff294c47ff,https://explore.openaire.eu/search/organization?organizationId=openorgs____::ad54ba5e6acd949d282816ff294c47ff,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Robert Bosch (Netherlands),,,057aydj06,https://ror.org/057aydj06,company,active,1886.0,NL,Breda,51.58656,4.77596,2758401,http://www.bosch.nl/nl/nl/startpage_13/country-landingpage.php,https://en.wikipedia.org/wiki/Robert_Bosch_GmbH,,,grid.481578.7,,,,,,,,,False,I4210156055,https://openalex.org/I4210156055,openorgs____::8320784a17c272324959cc6f545c16b7,https://explore.openaire.eu/search/organization?organizationId=openorgs____::8320784a17c272324959cc6f545c16b7,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Bracco (Netherlands),,,00yxram96,https://ror.org/00yxram96,company,active,1927.0,NL,Amsterdam,52.37403,4.88969,2759794,http://imaging.bracco.com/nl-en,https://en.wikipedia.org/wiki/Bracco_(company),0000000406182140,,grid.481582.2,,,,,,,,,False,I4210098494,https://openalex.org/I4210098494,openorgs____::4b3329f9df66110d5cc398f4a8149404,https://explore.openaire.eu/search/organization?organizationId=openorgs____::4b3329f9df66110d5cc398f4a8149404,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Ferring Pharmaceuticals (Netherlands),,,03spzq317,https://ror.org/03spzq317,company,active,1950.0,NL,Hoofddorp,52.3025,4.68889,2753801,https://www.ferring.com/en/home/,,000000040411876X,,grid.481617.d,,,,,,,,,False,I4210134283,https://openalex.org/I4210134283,openorgs____::2b48d3b35fa5c364a5cb429679ed2dd5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::2b48d3b35fa5c364a5cb429679ed2dd5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Hitachi (Netherlands),,Kabushiki-gaisha Hitachi Seisakusho,03fkhh366,https://ror.org/03fkhh366,company,active,1910.0,NL,Amsterdam,52.37403,4.88969,2759794,http://www.hitachi.com/,https://en.wikipedia.org/wiki/Hitachi,,Q30338860,grid.481649.6,,,,,,,,,False,I4210145174,https://openalex.org/I4210145174,openorgs____::7b851220e7941b7e1a666efe9391988f,https://explore.openaire.eu/search/organization?organizationId=openorgs____::7b851220e7941b7e1a666efe9391988f,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Honeywell (Netherlands),,,01yxf2e18,https://ror.org/01yxf2e18,company,active,1906.0,NL,Amsterdam,52.37403,4.88969,2759794,https://www.honeywell.com/,https://en.wikipedia.org/wiki/Honeywell,,Q30343895,grid.481663.e,,,,,,,,,False,I4210109560,https://openalex.org/I4210109560,openorgs____::08b8adef3e1fd62f67bb5722f769f450,https://explore.openaire.eu/search/organization?organizationId=openorgs____::08b8adef3e1fd62f67bb5722f769f450,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
AGCO (Netherlands),,,021wep716,https://ror.org/021wep716,company,active,1990.0,NL,Helmond,51.48167,5.66111,2754447,http://www.agcocorp.com/,https://en.wikipedia.org/wiki/AGCO,,,grid.481706.c,,,,,,,,882437043,False,I882437043,https://openalex.org/I882437043,openorgs____::c36871be327e944ae01c57b6639df163,https://explore.openaire.eu/search/organization?organizationId=openorgs____::c36871be327e944ae01c57b6639df163,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Quadient (Netherlands),,Neopost,01vxsq455,https://ror.org/01vxsq455,company,active,1924.0,NL,Drachten,53.11254,6.0989,2756644,http://www.neopost-technologies.nl/,https://en.wikipedia.org/wiki/Neopost,,Q30273375,grid.481713.8,,,,,,,,,False,I4210112139,https://openalex.org/I4210112139,openorgs____::cc5637c1dea75b7f1d1395bab1aef6c7,https://explore.openaire.eu/search/organization?organizationId=openorgs____::cc5637c1dea75b7f1d1395bab1aef6c7,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Synthon (Netherlands),,,01gswc231,https://ror.org/01gswc231,company,active,1991.0,NL,Nijmegen,51.8425,5.85278,2750053,http://www.synthon.com/,https://en.wikipedia.org/wiki/Synthon_(company),0000000406251193,Q2632549,grid.481762.e,,,,,,,,,False,I4210103972,https://openalex.org/I4210103972,openorgs____::20bc2a5143d79179ce559512b11d04f5,https://explore.openaire.eu/search/organization?organizationId=openorgs____::20bc2a5143d79179ce559512b11d04f5,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Whirlpool (Netherlands),,,023bna168,https://ror.org/023bna168,company,active,1911.0,NL,Breda,51.58656,4.77596,2758401,http://www.whirlpool.nl/,https://en.wikipedia.org/wiki/Whirlpool_Corporation,,,grid.481787.5,,,,,,,,,False,I4210113280,https://openalex.org/I4210113280,openorgs____::34d6c2b19fffe3540615bcf03981e39d,https://explore.openaire.eu/search/organization?organizationId=openorgs____::34d6c2b19fffe3540615bcf03981e39d,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Environmental Research Instruments,ENRIN,,051m3n143,https://ror.org/051m3n143,other,active,,NL,Wageningen,51.97,5.66667,2745088,http://www.enrin.nl/,,,,grid.482269.3,,,,,,,,,False,I4210160203,https://openalex.org/I4210160203,openorgs____::c89bea46f76bcb8039dd00c659ed49b1,https://explore.openaire.eu/search/organization?organizationId=openorgs____::c89bea46f76bcb8039dd00c659ed49b1,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Hair Science Institute,HASCI,,040rzp686,https://ror.org/040rzp686,other,active,2005.0,NL,Maastricht,50.84833,5.68889,2751283,http://www.hasci.com/,,,,grid.482272.9,,,,,,,,,False,I4210139901,https://openalex.org/I4210139901,openorgs____::10a0a89a5eec56658285faf65d9a02b1,https://explore.openaire.eu/search/organization?organizationId=openorgs____::10a0a89a5eec56658285faf65d9a02b1,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
ELEQ (Netherlands),,,0422kq922,https://ror.org/0422kq922,company,active,1946.0,NL,Steenwijk,52.7875,6.12083,2746766,http://www.eleq.com/eng/home/index.php,,,,grid.482287.3,,,,,,,,,False,I4210145092,https://openalex.org/I4210145092,openorgs____::ea4bc863ea998faaa7315a77fd53472c,https://explore.openaire.eu/search/organization?organizationId=openorgs____::ea4bc863ea998faaa7315a77fd53472c,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Basko Healthcare,,,032dyj305,https://ror.org/032dyj305,healthcare,active,,NL,Zaandam,52.43854,4.82643,2744118,http://basko.com/index.aspx?lang=en,,,,grid.482289.d,,,,,,,,,False,I4210126076,https://openalex.org/I4210126076,openorgs____::8572ee65a186deb6114dfb8fb49c8169,https://explore.openaire.eu/search/organization?organizationId=openorgs____::8572ee65a186deb6114dfb8fb49c8169,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Boskalis (Netherlands),,Royal Boskalis Westminster N.V.,01w4ggt72,https://ror.org/01w4ggt72,company,active,1910.0,NL,Papendrecht,51.83167,4.6875,2748729,https://boskalis.com//,https://en.wikipedia.org/wiki/Boskalis,0000000106384533,Q290661,grid.482295.0,,,,,,,,,False,I4210112690,https://openalex.org/I4210112690,openorgs____::db469560b743b6790a7a1b74751ea81f,https://explore.openaire.eu/search/organization?organizationId=openorgs____::db469560b743b6790a7a1b74751ea81f,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
AOMB Intellectual Property (Netherlands),,,02j5xfp60,https://ror.org/02j5xfp60,company,active,,NL,Eindhoven,51.44083,5.47778,2756253,https://www.aomb.nl/,,,,grid.482296.3,,,,,,,,,False,I4210119640,https://openalex.org/I4210119640,openorgs____::c9dac9ac8f44e5366d1f2b897e2ba6c2,https://explore.openaire.eu/search/organization?organizationId=openorgs____::c9dac9ac8f44e5366d1f2b897e2ba6c2,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Medical Dispensing Systems (Netherlands),,,033nhhq39,https://ror.org/033nhhq39,company,active,2001.0,NL,Enschede,52.21833,6.89583,2756071,http://www.medicaldispensing.nl/,,0000000406466514,,grid.482313.f,,,,,,,,,False,I4210135294,https://openalex.org/I4210135294,openorgs____::a01cd24e8177a980bafb3fc4f1d16431,https://explore.openaire.eu/search/organization?organizationId=openorgs____::a01cd24e8177a980bafb3fc4f1d16431,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Medical Technology Transfer (Netherlands),MTT,,050jk8g19,https://ror.org/050jk8g19,company,active,1993.0,NL,Arnhem,51.98,5.91111,2759661,http://www.mttnl.com/,,,,grid.482315.9,,,,,,,,,False,I4210160980,https://openalex.org/I4210160980,openorgs____::c0f75382ea5f42b06f2a27787e1cd021,https://explore.openaire.eu/search/organization?organizationId=openorgs____::c0f75382ea5f42b06f2a27787e1cd021,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Becton Dickinson (Netherlands),BD,,03qdj6986,https://ror.org/03qdj6986,company,active,1897.0,NL,Breda,51.58656,4.77596,2758401,http://www.bd.com/nl/,https://en.wikipedia.org/wiki/Becton_Dickinson,0000000406159514,Q30343885,grid.482327.8,,,,,,,,,False,I4210150333,https://openalex.org/I4210150333,openorgs____::d12b93d98a126e7bfe52f72c4984d825,https://explore.openaire.eu/search/organization?organizationId=openorgs____::d12b93d98a126e7bfe52f72c4984d825,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Institute for Sustainable Process Technology,ISTP,,05nqm0q11,https://ror.org/05nqm0q11,company,active,2006.0,NL,Amersfoort,52.155,5.3875,2759821,http://www.ispt.eu/,,000000041784797X,,grid.482332.c,,,,,,,,,False,I4210148781,https://openalex.org/I4210148781,openorgs____::ba56fa8165a8ce833370233856b5220b,https://explore.openaire.eu/search/organization?organizationId=openorgs____::ba56fa8165a8ce833370233856b5220b,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Kuiper Medical Instruments (Netherlands),KMI,,02eyspm09,https://ror.org/02eyspm09,company,active,1978.0,NL,Zwolle,52.5125,6.09444,2743477,http://www.oscitome.com/,,,,grid.482335.b,,,,,,,,,False,I4210116955,https://openalex.org/I4210116955,openorgs____::b95e66bc026a18eafb413dd7bca11045,https://explore.openaire.eu/search/organization?organizationId=openorgs____::b95e66bc026a18eafb413dd7bca11045,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Promens Care,,,01hnq0310,https://ror.org/01hnq0310,nonprofit,active,2007.0,NL,Assen,52.99667,6.5625,2759633,https://www.promens-care.nl/Paginas/Default.aspx,,,,grid.482346.f,,,,,,,,,False,I4210106305,https://openalex.org/I4210106305,openorgs____::6a648eb09c52b24a9dbe73d2386b4974,https://explore.openaire.eu/search/organization?organizationId=openorgs____::6a648eb09c52b24a9dbe73d2386b4974,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
VAF Instruments (Netherlands),,,04gnv7g45,https://ror.org/04gnv7g45,company,active,1938.0,NL,Dordrecht,51.81,4.67361,2756669,https://www.vaf.nl/,,,,grid.482347.e,,,,,,,,,False,I4210147924,https://openalex.org/I4210147924,openorgs____::02a5528163e4434c3a25dd081b2db990,https://explore.openaire.eu/search/organization?organizationId=openorgs____::02a5528163e4434c3a25dd081b2db990,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Vinitex Laboratory Systems (Netherlands),,,00h4bvr24,https://ror.org/00h4bvr24,company,active,1895.0,NL,Sint-Oedenrode,51.5675,5.45972,2747227,http://www.vinitex.nl/,,,,grid.482354.c,,,,,,,,,False,I4210094462,https://openalex.org/I4210094462,openorgs____::d0364e50e0881afdd853b30a607f622e,https://explore.openaire.eu/search/organization?organizationId=openorgs____::d0364e50e0881afdd853b30a607f622e,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Van Vliet Medical Supply,,,04gbm5d64,https://ror.org/04gbm5d64,other,active,1994.0,NL,Almere Stad,52.37025,5.21413,2759879,http://www.vanvlietmedical.nl/,,,,grid.482358.0,,,,,,,,,False,I4210147352,https://openalex.org/I4210147352,openorgs____::9cb930d78965fb35c0ced3e4dcd35c73,https://explore.openaire.eu/search/organization?organizationId=openorgs____::9cb930d78965fb35c0ced3e4dcd35c73,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
Texas Instruments (Netherlands),TI,,046vvrs54,https://ror.org/046vvrs54,company,active,1930.0,NL,Utrecht,52.09083,5.12222,2745912,http://www.ti.com/,https://en.wikipedia.org/wiki/Texas_Instruments,,Q30343793,grid.482362.9,,,,,,,,,False,I4210143318,https://openalex.org/I4210143318,openorgs____::dd5c9bf035c4d8680f3c6bbc4e274695,https://explore.openaire.eu/search/organization?organizationId=openorgs____::dd5c9bf035c4d8680f3c6bbc4e274695,False,,,,,False,False,,,,,,,False,,False,False,False,False,False,False,False,False
